REGION,TECHNOLOGY,TIMESLICE,YEAR,value
Atlantis,DS_Imp,WD,2028,0.0
Atlantis,DS_Imp,WD,2029,0.0
Atlantis,DS_Imp,WD,2030,0.0
Atlantis,DS_Imp,WD,2031,0.0
Atlantis,DS_Imp,WD,2032,0.0
Atlantis,DS_Imp,WD,2033,0.0
Atlantis,DS_Imp,WD,2034,0.0
Atlantis,DS_Imp,WD,2035,0.0
Atlantis,DS_Imp,WD,2036,0.0
Atlantis,DS_Imp,WD,2037,0.0
Atlantis,DS_Imp,WD,2038,0.0
Atlantis,DS_Imp,WD,2039,0.0
Atlantis,DS_Imp,WD,2040,0.0
Atlantis,DS_Imp,WN,2014,0.0
Atlantis,DS_Imp,WN,2015,0.0
Atlantis,DS_Imp,WN,2016,0.0
Atlantis,DS_Imp,WN,2017,0.0
Atlantis,DS_Imp,WN,2018,0.0
Atlantis,DS_Imp,WN,2019,0.0
Atlantis,DS_Imp,WN,2020,0.0
Atlantis,DS_Imp,WN,2021,0.0
Atlantis,DS_Imp,WN,2022,0.0
Atlantis,DS_Imp,WN,2023,0.0
Atlantis,DS_Imp,WN,2024,0.0
Atlantis,DS_Imp,WN,2025,0.0
Atlantis,DS_Imp,WN,2026,0.0
Atlantis,DS_Imp,WN,2027,0.0
Atlantis,DS_Imp,WN,2028,0.0
Atlantis,DS_Imp,WN,2029,0.0
Atlantis,DS_Imp,WN,2030,0.0
Atlantis,DS_Imp,WN,2031,0.0
Atlantis,DS_Imp,WN,2032,0.0
Atlantis,DS_Imp,WN,2033,0.0
Atlantis,DS_Imp,WN,2034,0.0
Atlantis,DS_Imp,WN,2035,0.0
Atlantis,DS_Imp,WN,2036,0.0
Atlantis,DS_Imp,WN,2037,0.0
Atlantis,DS_Imp,WN,2038,0.0
Atlantis,DS_Imp,WN,2039,0.0
Atlantis,DS_Imp,WN,2040,0.0
Atlantis,NG_Imp,ID,2014,4.900991174936201
Atlantis,NG_Imp,ID,2015,2.9167085820304846
Atlantis,NG_Imp,ID,2016,3.2518677407095447
Atlantis,NG_Imp,ID,2017,3.715854256944308
Atlantis,NG_Imp,ID,2018,3.77291385334888
Atlantis,NG_Imp,ID,2019,3.6150659131470384
Atlantis,NG_Imp,ID,2020,0.019079999023406884
Atlantis,NG_Imp,ID,2021,0.0
Atlantis,NG_Imp,ID,2022,0.0
Atlantis,NG_Imp,ID,2023,0.0
Atlantis,NG_Imp,ID,2024,0.0
Atlantis,NG_Imp,ID,2025,0.15159085125581426
Atlantis,NG_Imp,ID,2026,0.0
Atlantis,NG_Imp,ID,2027,0.0
Atlantis,NG_Imp,ID,2028,0.0
